StoneAge 2.5-family DiscMaster client-signature carrier probe — R1
SCOPE|public-file-index|verified-bridge-filenames|metadata-only|no-indexed-file-payload
BOUNDARY|bridge signatures can locate related client trees but cannot by themselves date or authenticate a carrier as 2002/clean
QUERY|label=adrn15|name=adrn_15.bin|kind=distinctive|status=200|bytes=2|sha256=4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945|exact_rows=0|final=https://discmaster.textfiles.com/search?q=%22adrn_15.bin%22&qfields=name&mode=deep&dedup=dedup&limit=100&outputAs=json&showItemName=showItemName&tsMin=2000&tsMax=2006
CARRIER|tier=WEAK|itemid=32965|itemName=PC Welt 2002 March (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=32983|itemName=PC Welt 2003 June (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=32986|itemName=PC Welt 2003 August (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=32994|itemName=PC Welt 2004 April (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=32998|itemName=PC Welt 2004 July (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=33186|itemName=Mistress Mini Games (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=33277|itemName=Mikrobitti Huvi & Hyöty 2006 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=33377|itemName=Nitro Shareware (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=33723|itemName=PC Open 106 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=34018|itemName=PC Util 3 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=34033|itemName=PC'driver' 22 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=34312|itemName=100+1 Windows Improvements (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=34347|itemName=Software for Women (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=34758|itemName=All for Cell Phones: Samsung (Ultra) (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=35016|itemName=CD/PC Actual 91 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=35470|itemName=Clickx 22 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=35495|itemName=Clickx 32 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=35591|itemName=CD/PC Actual Thematic 23: Security (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=35809|itemName=Wise Installer 9.01 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=36216|itemName=PCNET 2005 August - Disc 2 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=36479|itemName=Level 2005 July (DVD) (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=36497|itemName=Level 2006 October (DVD) (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=36564|itemName=Level 2011 June (DVD) (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=36922|itemName=Maximum CD 2002 November (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=37008|itemName=Mega Score 66 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=37474|itemName=PC Professionell 2001 May (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=37498|itemName=PC Professionell 2003 July (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=37553|itemName=PC User 2001 January (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=37567|itemName=PC User 2002 June (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=37688|itemName=Mixa 99: Business Icons (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=37692|itemName=Over 1,000 Games for Windows (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=37834|itemName=PC Master 2000 March 15 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=37837|itemName=PC Master 2000 May (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=38164|itemName=Desktop King (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=38860|itemName=cd-rom express 7 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=39264|itemName=XP Games Megapack (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=39967|itemName=PC Action 2001 March (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=40186|itemName=PC Hemma 2005 August (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=40740|itemName=PetroSoft: Russian Programs for Eevery Day, Office Programs (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=40851|itemName=Crumb (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=41222|itemName=Paradox Archive 1 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=41224|itemName=Paradox Archive 3 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=41328|itemName=Score 2007 January (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=41331|itemName=Score 2007 April (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=41384|itemName=Score 2011 September (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=41735|itemName=Twilight 69 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=41746|itemName=Twilight 80 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=41754|itemName=Twilight 91 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=41755|itemName=Twilight 92 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=41757|itemName=Twilight 98 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=41760|itemName=Twilight 90 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=41761|itemName=Twilight 93 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=41769|itemName=Twilight 109 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=41777|itemName=Twilight 64 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=41999|itemName=хакер (hacker) 2003 June (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=42003|itemName=хакер (hacker) 2003 December (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=42099|itemName=PC Format 119 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=42146|itemName=PC Format 167 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=42154|itemName=PC Format 176 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=42167|itemName=PC Format 190 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=42169|itemName=PC Format 193 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=42170|itemName=PC Format 194 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=42702|itemName=Internet Professionell 2004 October (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=42819|itemName=SharePlay 2002 November & December (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=42876|itemName=Shareware Light Spezial 17 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=42891|itemName=Shareware Light Spezial 32 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=43040|itemName=Jak na Pocitac 2007 #12 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=43961|itemName=Computer Active 80 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=44262|itemName=Windows XP Official Magazine 2004 May (DVD) (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=44300|itemName=Windows XP Official Magazine 2006 July (DVD) (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=44499|itemName=Herni Vyber 28 (CD-ROM)|distinctive=0|signature_count=1|labels=stoneage-exe
CARRIER|tier=WEAK|itemid=44548|itemName=Revista Geek 13 (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=44704|itemName=Datormagazin 2002 January (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=44727|itemName=Datormagazin 2002 May (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=44858|itemName=Doupe 2005 December (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=45050|itemName=Bravo Screenfun 2003 November (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=45150|itemName=Softwarove Noviny 2002 October (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=45244|itemName=Gry Komputerowe 2007 February (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=45257|itemName=PC User 2004 February (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=45268|itemName=Maximum CD 2003 April (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=45385|itemName=CD Action 204 (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=45514|itemName=Компьютер Пресс 2000 August (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=45517|itemName=Компьютер Пресс 2001 December (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=45519|itemName=Компьютер Пресс 2002 March (CD-ROM)|distinctive=0|signature_count=1|labels=startup-exe
CARRIER|tier=WEAK|itemid=45562|itemName=Компьютер Пресс 2005 November (CD-ROM)|distinctive=0|signature_count=1|labels=unwise-exe
CARRIER|tier=WEAK|itemid=46559|itemName=item #46559|distinctive=0|signature_count=1|labels=startup-exe
COUNT|signature_queries|6
COUNT|completed_queries|6
COUNT|errors|0
COUNT|unique_carriers|175
COUNT|candidate_carriers|0
COUNT|strong_carriers|0
RESOLUTION|NO_SA25_SIGNATURE_CARRIER|tested DiscMaster filename index has no multi-signal 2.5-family carrier
